tStep	sim_time	part_diameter	part_height
976	977	6.05003	6.14288
977	978	6.05353	6.14588
978	979	6.05701	6.14885
979	980	6.06047	6.15181
980	981	6.06392	6.15474
981	982	6.06736	6.15766
982	983	6.07078	6.16056
983	984	6.07419	6.16345
984	985	6.0776	6.16632
985	986	6.08099	6.16918
986	987	6.08438	6.17203
987	988	6.08776	6.17487
988	989	6.09114	6.1777
989	990	6.09451	6.18052
990	991	6.09796	6.18342
991	992	6.10139	6.18631
992	993	6.10482	6.18918
993	994	6.10823	6.19204
994	995	6.11164	6.19488
995	996	6.11503	6.19771
996	997	6.11842	6.20053
997	998	6.1218	6.20333
998	999	6.12517	6.20612
999	1000	6.12853	6.2089
1000	1001	6.13189	6.21168
